route_id,lag,correlation,p_value
6,1,-0.4963075666865093,0.000014445883788963975
6,2,-0.46140712034292347,0.00007488431053296293
6,3,-0.3925293550742118,0.0010181569624810186
6,4,-0.31997805644038835,0.00881634532669
6,5,-0.24290645342080466,0.051213728269227425
6,6,-0.19588564667578723,0.12083700062170398
60,0,-0.22743590282716333,0.05829151515888605
60,1,-0.24305161737103978,0.044184110878267104
60,2,-0.22026647563314586,0.07108610279847598
60,3,-0.22195903029368316,0.07104138216000544
60,4,-0.19623250962403427,0.11430474070972949
60,5,-0.21127299169605354,0.09113981709537956
60,6,-0.22107136063514535,0.07917288244686298
61A,0,-0.637905559306814,2.860689043238532e-9
61A,1,-0.5489791521439803,1.0382000327746182e-6
61A,2,-0.4215191612302136,0.0003437924647967099
61A,3,-0.39293139708751695,0.0010049946811388065
61A,4,-0.44238151428807315,0.0001999310637716664
61A,5,-0.5089587905636168,0.000014962628286414418
61A,6,-0.47400242092064904,0.00007606913786935799
61B,0,-0.524795091197698,3.1059266680791963e-6
61B,1,-0.431707932505742,0.00021242058665832218
61B,2,-0.3238564818510527,0.007057879959893587
61B,3,-0.29152460321161106,0.01668537642981814
61B,4,-0.3498887724585426,0.003978925132109731
61B,5,-0.44837490914035044,0.00017988599254121126
61B,6,-0.40808973147927097,0.0008157827765225987
61C,0,-0.653227148335301,8.828444219281396e-10
61C,1,-0.6310373439390318,6.1606303258932365e-9
61C,2,-0.6020975346630114,5.5926639024271626e-8
61C,3,-0.5873013073858021,1.7494236248349485e-7
61C,4,-0.5723283699522167,5.150027658786883e-7
61C,5,-0.5511990470224424,1.9533326334635283e-6
61C,6,-0.5293211442465799,6.889708191695795e-6
61D,0,-0.5724192647140478,2.2510394015731784e-7
61D,1,-0.4844675496238264,0.000024639689497610132
61D,2,-0.3893606716347754,0.0010315999557256813
61D,3,-0.26569748331623655,0.029771040583565726
61D,4,-0.2572597941519017,0.037042595625684724
61D,5,-0.34595555501392183,0.004760712854789527
61D,6,-0.31447388727643416,0.011381270454837408
64,0,-0.4856565001707294,0.000023374093843946137
64,1,-0.46550190176257783,0.00006334347754444281
64,2,-0.42612569831903985,0.00032391252136915714
64,3,-0.3890957861056038,0.0012427122231794406
64,4,-0.3600615356520905,0.0032182468944145616
64,5,-0.3479584272040138,0.004841033505184757
64,6,-0.28482583794037053,0.02366338944772337
65,0,0.31195690189299197,0.009069129632444358
65,1,0.3177777958970297,0.008273252797516359
65,2,0.30237070297891255,0.012884458883263792
65,3,0.26506635579168397,0.03148410015541243
65,4,0.24102739168727164,0.05309600640046531
65,5,0.23417002430306932,0.06254325546867162
65,6,0.22452588096023873,0.07687797997331859
67,0,-0.19898403652652344,0.10118706633836182
67,1,-0.23766003711616251,0.05099518613185398
67,2,-0.37427397774372734,0.0018075331675602496
67,3,-0.20482644409846576,0.09899068842323852
67,4,-0.18677001545702854,0.13629949019941417
67,5,-0.02893602556930535,0.8204445430164243
67,6,-0.0046026873808604814,0.9714407908018761
69,0,-0.45035186642559427,0.0001032585508912315
69,1,-0.48768334954808945,0.000024630285359796234
69,2,-0.4813574545680474,0.00003729310182713515
69,3,-0.4059815665795321,0.0007193232662269345
69,4,-0.350795313206905,0.004170411777988921
69,5,-0.26973086328246954,0.03112731491563501
69,6,-0.26314401272166754,0.037188044110750315
7,0,-0.24760152980529723,0.03877363092880102
7,1,-0.2603353283835382,0.030741472490545048
7,2,-0.1834308853271094,0.1343145159159815
7,3,-0.1153473413220955,0.3526310230276071
7,4,-0.10529958745728166,0.400092629219378
7,5,-0.21564632197409117,0.0844870393730341
7,6,-0.29497971361800013,0.017969696012775285
71,0,0.19471869654096574,0.1062452227150374
71,1,0.21110597160170408,0.08164430291768675
71,2,0.22655057347382596,0.06319985386263374
71,3,0.2520674476102954,0.03961040156279745
71,4,0.28230572194874054,0.02164323733162799
71,5,0.3115292587812369,0.011533688298995448
71,6,0.3245305063173331,0.008888824668814315
71A,0,-0.6015059345837019,3.6544223551747396e-8
71A,1,-0.4508693164870913,0.00010115117004454726
71A,2,-0.3292411148304668,0.006115115360249372
