geoid,population,land_area_m2,dist_to_stop_m,pop_density,within_half_mile,density_quartile
42003475102,1739,1826777.0,530.4001378967886,951.9498001124385,true,2
42003413201,4085,3779879.0,530.4182666050832,1080.7224252416547,true,2
42003507000,2074,1069830.0,538.0005680305588,1938.625762971687,true,3
42003488600,5041,12634746.0,544.6051159091302,398.9791326236396,true,1
42003459102,6293,9541268.0,544.8911286227229,659.5559416211767,true,1
42003981100,0,875989.0,552.2432358235794,0.0,true,
42003565300,1223,6565373.0,552.793327461195,186.28035299746108,true,1
42003202300,3677,2532238.0,554.6978480973596,1452.0751998824755,true,2
42003191600,4076,2419037.0,560.4502912620189,1684.9680265328725,true,3
42003141400,4997,2053937.0,564.7049160672012,2432.888642640938,true,4
42003473500,3769,2382464.0,566.9033519383735,1581.9756353086555,true,3
42003429500,4428,4117962.0,569.6444731410752,1075.289184310103,true,2
42003980900,55,1464152.0,579.4944916688119,37.564405881356585,true,1
42003980300,0,1294128.0,580.6524859709674,0.0,true,
